"Category","Id","ConfigSource","FilePath","SizePx","Anchor","Status","Owner","License","Notes"
"UI","icon_attack","Document/ArtSpec.md","res://Texture/UI/icon_attack.png","48x48","Center","missing","待定","待定","指令：攻击"
"UI","icon_hold","Document/ArtSpec.md","res://Texture/UI/icon_hold.png","48x48","Center","missing","待定","待定","指令：待命"
"UI","select_hex","Document/ArtSpec.md","res://Texture/UI/select_hex.png","366x423","Center","missing","待定","待定","选中格高亮（与地形同几何）"
"UI","tech_node_frame","Document/ArtSpec.md","res://Texture/UI/tech_node_frame.png","96x96","Center","missing","待定","待定","科技节点框（4 态用 modulate，不用 4 张）"
"UI","progress_fill","Document/ArtSpec.md","res://Texture/UI/progress_fill.png","32x32(九宫格 8)","Center","missing","待定","待定","进度条填充（也可纯色，代码兜底）"
"UI","main_menu_bg","Document/ArtSpec.md","res://Texture/UI/main_menu_bg.png","1920x1080","Center","missing","待定","待定","主菜单背景"
"UI","victory_bg","Document/ArtSpec.md","res://Texture/UI/victory_bg.png","1920x1080","Center","missing","待定","待定","结局：胜利"
"UI","defeat_bg","Document/ArtSpec.md","res://Texture/UI/defeat_bg.png","1920x1080","Center","missing","待定","待定","结局：失败"
"UI","logo","Document/ArtSpec.md","res://Texture/UI/logo.png","512x256","Center","missing","待定","待定","标题 logo（可选）【P2 可选】"
"UI","range_hex","Document/ArtSpec.md","res://Texture/UI/range_hex.png","366x423","Center","missing","待定","待定","攻击/视野范围覆盖（可选）【P2 可选】"
"UI","cursor_default","Document/ArtSpec.md","res://Texture/UI/cursor_default.png","32x32","Center","missing","待定","待定","光标：默认（可选）【P2 可选】"
"UI","cursor_build","Document/ArtSpec.md","res://Texture/UI/cursor_build.png","32x32","Center","missing","待定","待定","光标：建造（可选）【P2 可选】"
"UI","cursor_attack","Document/ArtSpec.md","res://Texture/UI/cursor_attack.png","32x32","Center","missing","待定","待定","光标：攻击（可选）【P2 可选】"
